service_call_id,customer_id,technician_id,equipment_id,service_date,service_type,duration_hours,labor_cost,parts_cost,total_cost
1881,325,14,48,2025-04-18,Emergency,1.6,96.0,292.82,388.82
1882,215,9,49,2025-03-29,Repair,1.7,120.7,1.33,122.03
1883,457,12,28,2025-03-21,Emergency,2.2,112.2,171.38,283.58
1884,143,3,17,2025-01-23,Emergency,4.1,205.0,17.42,222.42000000000002
1885,130,6,46,2024-10-22,Repair,7.9,450.3,34.74,485.04
1886,265,2,36,2025-01-06,Repair,1.2,93.6,27.75,121.35
1887,368,15,3,2024-10-25,Installation,5.0,390.0,265.16,655.1600000000001
1888,176,1,8,2025-06-11,Inspection,4.7,282.0,124.06,406.06
1889,188,11,49,2025-03-27,Inspection,2.6,182.0,298.33,480.33
1890,91,15,14,2025-05-26,Maintenance,5.7,461.7,95.47,557.17
1891,107,11,43,2024-10-09,Emergency,6.1,366.0,86.43,452.43
1892,365,1,14,2025-02-11,Emergency,1.2,63.6,210.54,274.14
1893,455,6,49,2025-03-22,Inspection,1.8,158.4,252.71,411.11
1894,78,4,31,2024-10-13,Inspection,6.8,510.0,122.25,632.25
1895,445,11,46,2025-06-14,Repair,3.5,231.0,50.52,281.52
1896,177,2,23,2024-12-03,Emergency,5.2,286.0,179.67,465.66999999999996
1897,212,2,30,2025-01-05,Maintenance,7.1,497.0,17.7,514.7
1898,65,3,4,2025-02-07,Installation,4.2,239.4,164.91,404.31
1899,383,8,5,2025-01-08,Installation,4.7,371.3,52.85,424.15000000000003
1900,445,8,48,2024-09-12,Maintenance,6.5,604.5,268.47,872.97
1901,191,10,12,2025-04-26,Inspection,2.0,100.0,262.23,362.23
1902,244,12,1,2025-06-10,Installation,3.3,310.2,200.81,511.01
1903,203,4,22,2025-06-11,Repair,6.1,408.7,88.24,496.94
1904,375,7,48,2024-12-11,Repair,1.2,81.6,202.39,283.99
1905,16,15,47,2024-10-23,Maintenance,7.6,615.6,268.26,883.86
1906,316,3,20,2025-05-30,Repair,1.7,166.6,202.77,369.37
1907,217,4,21,2024-11-23,Repair,5.0,370.0,143.95,513.95
1908,77,2,38,2024-12-20,Repair,4.8,417.6,115.43,533.03
1909,93,14,27,2025-06-09,Inspection,5.5,286.0,120.02,406.02
1910,94,5,35,2025-05-21,Emergency,4.4,431.2,138.44,569.64
1911,29,12,11,2024-12-17,Inspection,1.8,127.8,75.75,203.55
1912,396,12,24,2025-04-28,Inspection,1.6,86.4,191.81,278.21000000000004
1913,464,14,7,2025-05-24,Installation,2.0,166.0,282.87,448.87
1914,281,13,10,2025-05-26,Inspection,6.8,659.6,125.92,785.52
1915,10,15,25,2024-12-23,Emergency,7.9,426.6,295.87,722.47
1916,8,2,14,2025-03-03,Repair,7.1,482.8,28.83,511.63
1917,117,7,11,2025-02-13,Inspection,5.2,348.4,225.3,573.7
1918,29,11,27,2025-06-08,Emergency,3.3,320.1,38.01,358.11
1919,336,10,31,2025-04-04,Inspection,1.6,113.6,63.69,177.29
1920,219,6,38,2024-12-20,Repair,3.0,270.0,276.98,546.98
1921,289,15,19,2025-04-18,Inspection,4.7,390.1,94.53,484.63
1922,47,3,32,2024-08-28,Installation,4.0,332.0,54.91,386.90999999999997
1923,246,1,34,2024-12-30,Repair,3.9,366.6,16.72,383.32000000000005
1924,223,1,4,2024-12-04,Emergency,7.3,686.2,35.19,721.3900000000001
1925,197,13,12,2024-11-14,Repair,3.3,188.1,15.24,203.34
1926,2,4,26,2024-08-10,Maintenance,3.8,380.0,77.46,457.46
1927,303,12,34,2025-05-05,Maintenance,3.6,277.2,123.92,401.12
1928,440,7,1,2024-10-08,Inspection,7.6,471.2,265.82,737.02
1929,413,6,10,2024-11-11,Inspection,7.3,438.0,11.91,449.91
1930,73,5,43,2024-12-14,Installation,1.8,160.2,85.72,245.92
1931,353,11,31,2025-02-25,Inspection,6.2,310.0,295.97,605.97
1932,36,5,41,2024-11-01,Repair,7.1,695.8,184.93,880.73
1933,274,8,2,2024-12-06,Repair,1.8,126.0,210.9,336.9
1934,17,10,13,2025-05-15,Maintenance,1.7,144.5,245.05,389.55
1935,287,15,49,2025-04-04,Maintenance,3.1,182.9,164.42,347.32
1936,316,1,40,2025-03-28,Installation,1.9,106.4,199.11,305.51
1937,320,5,38,2024-09-28,Maintenance,4.9,259.7,127.57,387.27
1938,333,12,4,2025-03-10,Installation,7.1,646.1,28.86,674.96
1939,109,15,38,2025-01-11,Repair,6.9,669.3,50.93,720.2299999999999
1940,309,4,4,2024-09-20,Maintenance,1.1,63.8,98.05,161.85
1941,219,2,30,2024-10-04,Emergency,7.1,646.1,158.48,804.58
1942,352,10,13,2025-07-15,Emergency,1.5,93.0,26.78,119.78
1943,228,15,2,2025-05-21,Repair,4.1,405.9,265.81,671.71
1944,237,3,20,2025-07-05,Repair,4.8,475.2,4.6,479.8
1945,140,7,20,2024-10-28,Installation,1.1,101.2,180.24,281.44
1946,305,11,49,2025-04-24,Repair,1.1,66.0,139.7,205.7
1947,49,7,8,2024-12-01,Repair,7.9,758.4,204.79,963.1899999999999
1948,411,15,18,2025-02-12,Repair,4.1,393.6,28.96,422.56
1949,67,12,22,2025-04-28,Maintenance,5.9,560.5,212.86,773.36
1950,477,8,6,2025-03-12,Inspection,1.7,91.8,131.6,223.39999999999998
1951,322,7,30,2024-11-26,Inspection,2.3,190.9,76.69,267.59000000000003
1952,37,3,41,2025-03-28,Emergency,3.6,309.6,65.55,375.15000000000003
1953,43,8,14,2025-01-01,Inspection,7.2,446.4,6.44,452.84
1954,37,13,20,2025-01-26,Maintenance,4.8,480.0,50.14,530.14
1955,337,4,17,2025-01-03,Inspection,7.0,644.0,146.72,790.72
1956,470,6,28,2024-08-31,Installation,4.9,475.3,63.89,539.19
1957,102,8,28,2024-08-12,Emergency,4.0,368.0,162.13,530.13
1958,489,7,9,2025-04-30,Repair,1.9,119.7,91.68,211.38
1959,137,9,30,2024-12-13,Repair,4.5,405.0,204.23,609.23
1960,206,2,5,2025-01-21,Repair,1.8,115.2,92.64,207.84
1961,98,1,48,2024-11-05,Inspection,3.6,190.8,288.9,479.7
1962,268,3,23,2025-01-20,Installation,4.7,314.9,266.5,581.4
1963,125,9,37,2024-11-16,Repair,2.7,264.6,136.16,400.76
1964,447,8,23,2024-09-03,Maintenance,3.3,287.1,148.64,435.74
1965,89,8,39,2024-10-08,Maintenance,7.4,592.0,87.07,679.0699999999999
1966,62,15,41,2024-12-08,Inspection,6.7,582.9,266.15,849.05
1967,112,10,47,2025-04-19,Emergency,6.7,649.9,68.72,718.62
1968,73,1,42,2024-09-09,Inspection,5.0,485.0,268.93,753.9300000000001
1969,18,6,44,2025-01-09,Repair,3.5,315.0,158.82,473.82
1970,310,11,41,2025-07-28,Emergency,6.1,506.3,12.91,519.21
1971,372,13,7,2024-11-02,Inspection,1.4,95.2,36.49,131.69
1972,12,15,38,2025-07-20,Repair,2.5,185.0,135.01,320.01
1973,161,6,21,2025-04-07,Maintenance,3.9,300.3,177.79,478.09000000000003
1974,49,4,14,2024-09-17,Inspection,2.2,195.8,44.85,240.65
1975,455,5,7,2024-10-10,Installation,2.7,224.1,211.0,435.1
1976,403,2,47,2024-09-04,Inspection,5.8,510.4,43.93,554.3299999999999
1977,306,15,3,2025-03-28,Inspection,4.5,279.0,241.75,520.75
1978,22,10,13,2024-11-23,Maintenance,3.2,208.0,3.16,211.16
1979,97,6,4,2025-05-06,Installation,1.5,123.0,78.73,201.73000000000002
1980,103,6,16,2025-03-31,Installation,5.0,395.0,43.4,438.4
1981,310,4,41,2024-08-06,Inspection,1.7,110.5,274.04,384.54
1982,321,5,18,2025-05-17,Inspection,4.2,378.0,115.33,493.33
1983,21,1,9,2025-03-09,Installation,6.3,579.6,26.16,605.76
1984,272,13,16,2025-04-03,Emergency,1.3,120.9,7.46,128.36
1985,129,10,3,2025-02-07,Repair,4.1,332.1,39.13,371.23
1986,50,6,18,2025-03-11,Maintenance,2.4,146.4,206.19,352.59000000000003
1987,451,1,13,2024-11-23,Emergency,2.0,146.0,99.28,245.28
1988,179,1,35,2025-07-08,Repair,1.3,119.6,172.38,291.98
1989,113,11,22,2024-12-13,Inspection,6.9,476.1,289.21,765.31
1990,76,14,49,2025-01-10,Maintenance,6.6,481.8,115.2,597.0
1991,202,14,18,2024-10-03,Inspection,3.6,270.0,234.74,504.74
1992,267,3,10,2024-08-06,Maintenance,2.3,147.2,220.06,367.26
1993,44,2,21,2024-10-02,Maintenance,6.9,634.8,204.11,838.91
1994,324,8,24,2024-09-21,Repair,1.6,136.0,185.37,321.37
1995,74,4,35,2025-07-17,Repair,2.2,134.2,100.13,234.32999999999998
1996,440,11,10,2024-09-03,Inspection,5.6,504.0,174.46,678.46
1997,295,13,20,2025-04-01,Maintenance,4.7,244.4,6.9,251.3
1998,394,14,44,2025-01-20,Repair,2.4,196.8,82.97,279.77
1999,469,14,1,2025-04-12,Repair,5.5,357.5,118.57,476.07
2000,406,9,35,2024-08-29,Emergency,5.4,496.8,32.57,529.37
